2022-05-06 18:05:46,660|Minimum f: 0.3229
2022-05-06 18:05:46,660|Optimum x1: 0.028930
2022-05-06 18:05:46,660|Optimum x2: -0.028194
2022-05-06 18:05:46,660|Time : 0.373914s

2022-05-06 18:05:59,404|Simulated_Annealing
2022-05-06 18:05:59,404|Minimum f: 0.3452
2022-05-06 18:05:59,404|Optimum x1: 0.041826
2022-05-06 18:05:59,404|Optimum x2: -0.000547
2022-05-06 18:05:59,404|Time : 0.376223s

2022-05-06 18:06:00,550|Simulated_Annealing
2022-05-06 18:06:00,550|Minimum f: 0.9951
2022-05-06 18:06:00,550|Optimum x1: 0.995842
2022-05-06 18:06:00,550|Optimum x2: 0.000417
2022-05-06 18:06:00,550|Time : 0.381969s

2022-05-06 19:55:10,919|Genetic_Algorithm
2022-05-06 19:55:10,935|Minimum f: 0.0008
2022-05-06 19:55:10,935|Optimum x1: 0.001955
2022-05-06 19:55:10,935|Optimum x2: -0.000004
2022-05-06 19:55:10,935|Time : 0.722801s

2022-05-06 19:55:12,529|Genetic_Algorithm
2022-05-06 19:55:12,529|Minimum f: 0.0008
2022-05-06 19:55:12,529|Optimum x1: 0.001955
2022-05-06 19:55:12,529|Optimum x2: -0.000055
2022-05-06 19:55:12,529|Time : 0.690941s

2022-05-06 19:55:14,045|Genetic_Algorithm
2022-05-06 19:55:14,045|Minimum f: 0.1134
2022-05-06 19:55:14,045|Optimum x1: 0.001955
2022-05-06 19:55:14,045|Optimum x2: -0.023853
2022-05-06 19:55:14,045|Time : 0.693736s

2022-05-06 19:55:15,833|Genetic_Algorithm
2022-05-06 19:55:15,833|Minimum f: 0.0137
2022-05-06 19:55:15,833|Optimum x1: 0.005865
2022-05-06 19:55:15,833|Optimum x2: -0.005879
2022-05-06 19:55:15,833|Time : 0.702615s

2022-05-06 19:55:17,531|Genetic_Algorithm
2022-05-06 19:55:17,531|Minimum f: 1.0638
2022-05-06 19:55:17,531|Optimum x1: 0.999022
2022-05-06 19:55:17,531|Optimum x2: -0.018193
2022-05-06 19:55:17,531|Time : 0.744115s

2022-05-06 19:57:03,124|Genetic_Algorithm
2022-05-06 19:57:03,124|Minimum f: 1.0040
2022-05-06 19:57:03,124|Optimum x1: -0.999022
2022-05-06 19:57:03,124|Optimum x2: -0.005377
2022-05-06 19:57:03,124|Time : 0.697986s

2022-05-06 19:57:04,405|Genetic_Algorithm
2022-05-06 19:57:04,405|Minimum f: 0.0008
2022-05-06 19:57:04,405|Optimum x1: -0.001955
2022-05-06 19:57:04,405|Optimum x2: -0.000062
2022-05-06 19:57:04,405|Time : 0.700793s

2022-05-06 19:57:05,880|Genetic_Algorithm
2022-05-06 19:57:05,880|Minimum f: 1.0150
2022-05-06 19:57:05,880|Optimum x1: -1.002933
2022-05-06 19:57:05,880|Optimum x2: -0.006123
2022-05-06 19:57:05,880|Time : 0.740029s

